Id,SalePrice
1461,135865
1462,166334
1463,182311
1464,197340
1465,195622
1466,181062
1467,184305
1468,176739
1469,183274
1470,125878
1471,181428
1472,100323
1473,95702
1474,148207
1475,121167
1476,354630
1477,253005
1478,288090
1479,253181
1480,439836
1481,324395
1482,207031
1483,180485
1484,165261
1485,168284
1486,196155
1487,385791
1488,242686
1489,206816
1490,212597
1491,186617
1492,115149
1493,173936
1494,273829
1495,288885
1496,226017
1497,197115
1498,154374
1499,152931
1500,159695
1501,176554
1502,149706
1503,308778
1504,238418
1505,227838
1506,202275
1507,245348
1508,196030
1509,167517
1510,152179
1511,155178
1512,181692
1513,142050
1514,158467
1515,180212
1516,135766
1517,147100
1518,141947
1519,218643
1520,136520
1521,140540
1522,160868
1523,120616
1524,124507
1525,128953
1526,123795
1527,120809
1528,139435
1529,139792
1530,185630
1531,122973
1532,103685
1533,156453
1534,116013
1535,155744
1536,130781
1537,87998
1538,159159
1539,179870
1540,122091
1541,138396
1542,133731
1543,192137
1544,82606
1545,108696
1546,118327
1547,132447
1548,129598
1549,119714
1550,129592
1551,114345
1552,133442
1553,144166
1554,119018
1555,189391
1556,132735
1557,119897
1558,92815
1559,114946
1560,142693
1561,150997
1562,127971
1563,128852
1564,151242
1565,147510
1566,243903
1567,88719
1568,224027
1569,137784
1570,127857
1571,120087
1572,144898
1573,206662
1574,141378
1575,217561
1576,220873
1577,193257
1578,155376
1579,143786
1580,188142
1581,150721
1582,131636
1583,315562
1584,232436
1585,141316
1586,76567
1587,98178
1588,150906
1589,104481
1590,127455
1591,101145
1592,125092
1593,116916
1594,133730
1595,123224
1596,242856
1597,190856
1598,175378
1599,155216
1600,158076
1601,73082
1602,125944
1603,91814
1604,283790
1605,237069
1606,167396
1607,177514
1608,219298
1609,181087
1610,161335
1611,141835
1612,174683
1613,175572
1614,125227
1615,90562
1616,85691
1617,95501
1618,126541
1619,137119
1620,167524
1621,138677
1622,156708
1623,269132
1624,206412
1625,127781
1626,162188
1627,187771
1628,260231
1629,173676
1630,387288
1631,221837
1632,249936
1633,169605
1634,181767
1635,180125
1636,164488
1637,197946
1638,212857
1639,192529
1640,242376
1641,181572
1642,220766
1643,234217
1644,228280
1645,196629
1646,161833
1647,164967
1648,140688
1649,133752
1650,120296
1651,128626
1652,95226
1653,95616
1654,145518
1655,142801
1656,146327
1657,149369
1658,149875
1659,135924
1660,149489
1661,413409
1662,367055
1663,378101
