Id,SalePrice
1461,118312
1462,160000
1463,180000
1464,200556
1465,182109
1466,173000
1467,175522
1468,159974
1469,172713
1470,118555
1471,165901
1472,108328
1473,103011
1474,155280
1475,109942
1476,325856
1477,222455
1478,260000
1479,254930
1480,368898
1481,280987
1482,190000
1483,170000
1484,161928
1485,176090
1486,205074
1487,342723
1488,210031
1489,196375
1490,235896
1491,168500
1492,96352
1493,175531
1494,280367
1495,290000
1496,239000
1497,181000
1498,161702
1499,162203
1500,151289
1501,176242
1502,157328
1503,315505
1504,244210
1505,214787
1506,179428
1507,232308
1508,212840
1509,145000
1510,136500
1511,137500
1512,157000
1513,140924
1514,165059
1515,186485
1516,148000
1517,157905
1518,132072
1519,183999
1520,127000
1521,129130
1522,165000
1523,121415
1524,126000
1525,120141
1526,123354
1527,118142
1528,139000
1529,134886
1530,165537
1531,129900
1532,107495
1533,130457
1534,120363
1535,135000
1536,115000
1537,65816
1538,158960
1539,181011
1540,105000
1541,132000
1542,136122
1543,184892
1544,82744
1545,115000
1546,126256
1547,130000
1548,130000
1549,108990
1550,124658
1551,112358
1552,138815
1553,154000
1554,125000
1555,164975
1556,94888
1557,112005
1558,92744
1559,85586
1560,124903
1561,137962
1562,122067
1563,120500
1564,163800
1565,139000
1566,214974
1567,68713
1568,225594
1569,124000
1570,140000
1571,120500
1572,139425
1573,235000
1574,120000
1575,193536
1576,212147
1577,173000
1578,155000
1579,149900
1580,180937
1581,158144
1582,120934
1583,230408
1584,207994
1585,133510
1586,53011
1587,102296
1588,136000
1589,92115
1590,136500
1591,97156
1592,112000
1593,125562
1594,132000
1595,128537
1596,213579
1597,172499
1598,205221
1599,154983
1600,142759
1601,50645
1602,118000
1603,80391
1604,210247
1605,209504
1606,159500
1607,160249
1608,197538
1609,170014
1610,149484
1611,140000
1612,174000
1613,155000
1614,115427
1615,89942
1616,66865
1617,89768
1618,120500
1619,129698
1620,164964
1621,142079
1622,153270
1623,230000
1624,190000
1625,113253
1626,141000
1627,185000
1628,251257
1629,174000
1630,300330
1631,185006
1632,205000
1633,167000
1634,183791
1635,179805
1636,149468
1637,200000
1638,191084
1639,202300
1640,246335
1641,173989
1642,230000
1643,239000
1644,228945
1645,190000
1646,149548
1647,153935
1648,120876
1649,135996
1650,126031
1651,118286
1652,102025
1653,109500
1654,140000
1655,132500
1656,136885
1657,159793
1658,140000
1659,109001
1660,162886
1661,392732
1662,347971
1663,276448
1664,550138
1665,236864
1666,266103
